UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg; A1-A3 existing; C3 existing; C4 existing; D existing
c0dea00e-60ed-497b-9b90-87b4d4e767e7;00.00.017;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 25/6 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;62a444be-5001-42e6-b021-ad7a53ae6c2e;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 25/6 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;59,6;238;;;;;true;false;true;false
b2226ee0-acb4-4eaf-a4a3-ff2fd24fdb62;00.00.013;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;f548b41b-b543-4edf-85ed-096769e481ee;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/5 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;69,2;231;;;;;true;false;true;false
657cd1e6-1691-4eea-a853-1df984bcee01;00.00.013;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/7 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;a7f72b58-468c-4925-bdcf-a3a77a5164a0;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/7 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;70,8;236;;;;;true;false;true;false
985a94db-d4ad-460c-bf5b-4d909a3d9075;00.00.012;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/9 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;b440acad-dc73-471f-b2ba-cc176263f662;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/9 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;70,2;234;;;;;true;false;true;false
8ef6efbf-9a86-4c08-80aa-c9eb327f0804;00.00.011;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/13,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;cf286149-cc0c-41ed-a4b7-96c621376e34;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/13,5 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;67,8;186;;;;;true;false;true;false
9b1f7394-fa8b-4364-baee-a8109d94660d;00.00.011;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/16,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;8164f262-5c84-48fa-9771-0823240cbf32;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/16,5 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;63,7;175;;;;;true;false;true;false
f8cd76cb-b180-46cd-916a-bffb2fb341a4;00.00.012;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;26fc2db8-147c-4a27-aea0-50f2af41db0d;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/5 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;87;238;;;;;true;false;true;false
ca4bb781-7313-47a9-a566-4c60af01362e;00.00.011;Isospan 3 Holzbetonmantelsteine mit PU-Dämmung ISOPUR S 36,5/16,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;7450eb6d-7abe-4dc6-ae37-04a37a91720e;Isospan 3 Holzbetonmantelsteine mit PU-Dämmung ISOPUR S 36,5/16,5 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;66,6;182;;;;;true;false;true;false
8425d306-3cbc-44df-844d-f29a691de378;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein I 25 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;e6e018e5-da6c-4a73-8b4e-8de6251b4d45;Isospan 4 Holzbetonmantelsteine Normalstein I 25 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt und in Formkästen gefüllt.;;77,8;311;;;;;true;false;true;false
8a78734f-63dc-4f49-8054-2de042f9b868;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein I 30 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;8eccdd74-749a-411d-bf63-800b1fac7a08;Isospan 4 Holzbetonmantelsteine Normalstein I 30 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt und in Formkästen gefüllt.;;82,2;274;;;;;true;false;true;false
404751ce-9ef4-466d-83db-78a4bdacc559;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein N 15 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;d7a95be6-d03d-406c-9533-65beacc3f99b;Isospan 4 Holzbetonmantelsteine Normalstein N 15 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt und in Formkästen gefüllt.;;59;393;;;;;true;false;true;false
98fc3019-6555-4742-9524-a55c3f47f6c9;00.00.012;Isospan 4 Holzbetonmantelsteine Normalstein N 18 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;dbf1b784-b228-467d-b5b7-bcb9e44292fe;Isospan 4 Holzbetonmantelsteine Normalstein N 18 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt und in Formkästen gefüllt.;;49;272;;;;;true;false;true;false
f3dafca9-7688-48ce-91f5-b77f6037e217;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein N 20 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;be7e0aab-472b-4dc2-a868-4243fa323d9d;Isospan 4 Holzbetonmantelsteine Normalstein N 20 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt und in Formkästen gefüllt.;;62,2;311;;;;;true;false;true;false
983a5a12-fd92-4c9b-a6b6-6813230b1aca;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein N 22 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;471193d1-0aa3-428a-99ac-bfba38ac07e6;Isospan 4 Holzbetonmantelsteine Normalstein N 22 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt und in Formkästen gefüllt.;;60,8;276;;;;;true;false;true;false
56545408-c87b-42a2-ae4c-37140cfa2c29;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein N 25 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;3d6f618f-386a-4f0a-8619-19c4735af4c1;Isospan 4 Holzbetonmantelsteine Normalstein N 25 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt und in Formkästen gefüllt.;;78;312;;;;;true;false;true;false
0504b48b-81ca-47b4-bc7a-ecdaa6701cc9;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein TW 30 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;6bc1ba78-1d0b-422a-b8af-4d67ce71f2af;Isospan 4 Holzbetonmantelsteine Normalstein TW 30 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt und in Formkästen gefüllt.;;105,4;351;;;;;true;false;true;false
30d039df-678c-4a2b-9b0d-0985348d9bc1;00.01.001;Tensar TriAX TX 130 S-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;b5aab3d3-7370-4b51-aa6d-6f6bcd8187cb;Tensar TriAX TX 130S-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,368;;0,01;;;;true;false;false;false
